cantidad_animales,peso_promedio_entrada,precio_compra_kg,costo_adquisicion_total,costo_combustible_viaje,costo_peajes_lavado,costo_flete_estimado,mantenimiento_camion_prorrateado,costo_fijo_diario_lote,factor_ocupacion_granja,tasa_consumo_energia_agua,costo_mano_obra_asignada,duracion_estadia_dias,costo_alimentacion_total,costo_sanitario_total,merma_peso_transporte,peso_salida_esperado,mes_adquisicion,dia_semana_llegada,es_feriado_proximo,dias_para_festividad,costo_operativo_por_cabeza,ratio_alimento_precio_compra,indicador_eficiencia_estadia,precio_venta_kg
80,99.04,18.65,147733.49,107.34,222.15,2042.92,17.44,475.0,0.683,6.36,82.28,1,133.03,472.1,49.27,7944.19,3,3,0,999,35.59,0.0009,99.04,20.8
18,106.56,21.8,41808.54,81.31,184.0,1104.19,17.44,950.0,0.421,1.43,18.51,2,36.8,103.11,12.25,1937.14,3,5,0,999,128.86,0.0009,53.28,25.03
41,80.0,23.26,76304.78,101.41,215.25,1584.93,20.83,475.0,0.684,3.83,49.52,1,71.43,470.28,27.01,3313.61,2,1,0,999,57.97,0.0009,80.0,26.47
29,110.22,20.97,67014.62,75.71,264.46,1330.39,17.75,950.0,0.514,2.24,28.96,2,86.98,188.5,22.37,3248.0,12,5,1,5,90.36,0.0013,55.11,24.52
91,100.5,20.1,183787.78,99.86,266.48,2010.87,17.34,1425.0,0.815,7.2,93.16,3,416.1,1364.26,32.19,9403.61,11,4,0,999,41.78,0.0023,33.5,23.72
13,106.12,18.33,25290.32,49.86,255.21,618.64,20.83,475.0,0.801,1.21,15.7,1,13.66,189.94,7.41,1390.17,2,5,1,0,107.59,0.0005,106.12,23.04
32,87.74,18.17,51025.8,80.31,178.92,1221.78,17.44,475.0,0.5,2.54,32.91,1,38.03,169.34,14.25,2821.37,3,1,1,3,61.12,0.0007,87.74,21.58
76,90.85,21.01,145073.06,78.59,181.33,1275.34,17.44,475.0,0.324,5.77,74.7,1,145.24,931.04,53.84,6918.6,6,2,1,4,26.45,0.001,90.85,23.26
87,98.67,24.18,207592.22,98.38,220.78,2442.09,17.34,475.0,0.493,6.88,89.06,1,114.45,661.87,28.8,8636.91,11,0,0,999,37.2,0.0006,98.67,27.77
65,97.36,19.71,124727.62,53.36,208.17,1716.23,18.29,950.0,0.469,5.18,66.99,2,181.2,546.58,25.21,6476.91,10,3,1,4,45.04,0.0015,48.68,22.61
105,99.76,22.02,230648.73,108.52,236.92,1500.75,17.34,1425.0,0.555,8.31,107.49,3,374.6,777.33,72.03,10745.41,11,1,0,999,31.15,0.0016,33.25,23.85
112,106.18,22.79,271014.1,49.86,171.32,1348.61,18.29,475.0,0.644,8.92,115.43,1,182.81,1490.21,53.46,11978.24,10,4,1,3,18.26,0.0007,106.18,26.26
24,83.38,18.43,36871.48,52.21,157.01,937.4,16.76,950.0,0.893,1.83,23.72,2,83.55,334.5,15.38,2031.91,8,1,0,999,87.36,0.0023,41.69,21.1
115,105.29,19.07,230928.06,77.94,162.16,1706.0,17.05,1425.0,0.337,8.29,107.26,3,662.84,621.46,91.91,12480.22,4,4,0,999,29.31,0.0029,35.1,22.12
78,97.57,20.32,154630.53,50.17,236.12,1412.92,16.76,950.0,0.632,5.96,77.1,2,243.68,600.63,41.33,7781.18,8,6,0,999,33.96,0.0016,48.78,22.77
80,95.87,22.69,174027.76,78.33,228.65,1638.45,17.44,475.0,0.402,6.08,78.63,1,102.05,758.96,45.32,7711.4,6,1,0,999,30.26,0.0006,95.87,25.31
20,85.73,21.07,36132.64,103.44,235.89,1206.63,17.75,475.0,0.628,1.54,19.97,1,21.42,204.36,15.75,1717.8,12,0,0,999,101.05,0.0006,85.73,27.08
79,101.52,23.14,185587.59,97.34,190.57,1537.32,17.44,475.0,0.682,6.0,77.65,1,100.02,464.24,53.18,8065.29,6,5,0,999,29.12,0.0005,101.52,25.04
90,80.0,24.07,173326.93,50.08,197.09,2065.18,18.29,475.0,0.785,7.17,92.76,1,145.65,1197.03,35.85,7252.28,10,5,0,999,30.97,0.0008,80.0,26.64
74,102.69,23.31,177118.58,81.71,234.51,1517.05,17.44,475.0,0.635,5.88,76.11,1,146.08,1061.15,51.96,7613.77,3,3,0,999,31.19,0.0008,102.69,26.42
19,85.56,24.95,40554.27,76.04,225.38,1160.6,16.95,950.0,0.406,1.32,17.06,2,41.01,171.54,10.6,1661.88,9,0,0,999,126.95,0.001,42.78,29.8
68,97.93,23.28,155026.92,53.41,186.0,1388.96,17.44,950.0,0.848,5.16,66.84,2,188.82,922.92,47.17,6769.54,6,0,1,6,37.92,0.0012,48.96,25.44
113,96.55,23.97,261455.45,79.32,203.81,2171.22,17.44,1425.0,0.543,8.58,111.07,3,565.19,1329.28,67.72,11299.17,6,1,0,999,34.33,0.0022,32.18,24.96
90,106.86,23.83,229141.68,81.53,234.06,1704.21,18.29,1425.0,0.587,7.17,92.76,3,425.13,982.57,37.23,9851.08,10,5,0,999,38.28,0.0019,35.62,25.82
25,96.07,23.11,55509.35,105.26,198.26,983.71,17.44,475.0,0.684,1.9,24.57,1,41.29,329.76,17.68,2408.03,6,4,0,999,70.49,0.0007,96.07,26.31
116,91.95,23.61,251848.34,54.88,172.21,1947.93,17.34,950.0,0.458,8.57,110.95,2,339.46,1128.71,34.92,10920.54,1,3,1,0,26.94,0.0013,45.97,28.73
116,93.45,24.54,266040.64,53.38,290.79,1505.88,21.13,1425.0,0.892,10.35,133.92,3,440.93,1215.35,86.31,11202.75,5,4,0,999,28.23,0.0017,31.15,25.58
28,107.68,21.33,64301.93,101.31,179.65,1256.48,17.75,475.0,0.326,2.16,27.96,1,41.52,216.91,19.86,3025.77,12,4,1,7,71.87,0.0006,107.68,26.39
98,101.79,22.47,224128.66,100.55,262.2,2408.09,17.75,1425.0,0.392,7.56,97.86,3,406.17,1187.94,76.94,10224.76,12,5,0,999,42.81,0.0018,33.93,25.96
55,94.41,21.6,112188.75,51.65,251.21,725.13,16.76,475.0,0.894,4.2,54.36,1,94.01,362.48,17.48,5224.1,8,3,0,999,27.33,0.0008,94.41,23.75
75,95.61,23.96,171788.69,51.93,222.62,1712.44,16.76,950.0,0.571,5.73,74.13,2,175.74,557.37,38.91,7301.01,8,4,0,999,39.16,0.001,47.8,26.76
59,84.96,21.02,105366.48,74.14,204.58,1474.7,17.05,1425.0,0.835,4.25,55.03,3,264.82,578.15,22.69,5250.81,4,0,0,999,53.87,0.0025,28.32,24.02
96,100.61,23.74,229270.71,100.97,208.23,2094.43,18.29,950.0,0.843,7.65,98.94,2,376.14,849.9,46.75,9780.48,10,0,0,999,34.93,0.0016,50.3,27.39
120,83.42,23.6,236204.39,51.73,220.37,2087.42,16.76,950.0,0.894,9.17,118.61,2,367.63,887.49,57.59,10240.41,8,4,0,999,27.58,0.0016,41.71,26.52
98,103.51,24.73,250903.71,49.24,202.56,1280.37,17.34,950.0,0.735,7.24,93.73,2,242.49,678.05,58.68,10245.05,1,2,0,999,25.33,0.001,51.76,28.5
113,98.53,19.74,219807.92,98.94,177.73,2775.63,17.75,950.0,0.709,8.72,112.84,2,437.5,1537.81,58.61,11307.43,12,6,0,999,35.42,0.002,49.26,23.2
115,115.0,22.97,303743.03,105.43,234.44,2887.5,17.34,1425.0,0.668,9.1,117.73,3,429.23,1254.49,90.02,13594.8,11,6,0,999,40.46,0.0014,38.33,25.5
20,88.7,23.3,41330.92,103.06,184.83,1587.65,17.34,1425.0,0.709,1.48,19.13,3,105.07,175.48,8.78,1837.02,1,4,0,999,165.03,0.0025,29.57,28.34
38,96.68,24.55,90206.07,106.16,186.26,1289.07,17.44,475.0,0.454,2.89,37.35,1,42.16,511.4,19.36,3686.99,6,1,1,2,54.12,0.0005,96.68,28.05
90,111.89,24.35,245181.88,102.58,245.23,1512.08,16.95,950.0,0.789,6.24,80.8,2,333.38,1192.64,58.53,10212.17,9,1,0,999,31.22,0.0014,55.94,27.5
75,107.03,22.01,176719.19,54.98,218.31,1480.22,16.95,1425.0,0.412,5.2,67.34,3,265.63,458.17,32.87,8186.92,9,6,0,999,42.38,0.0015,35.68,24.05
15,91.93,22.05,30411.56,54.57,185.3,868.9,17.44,950.0,0.587,1.19,15.43,2,41.83,160.09,9.93,1400.87,3,1,0,999,137.25,0.0014,45.97,25.87
20,99.29,19.17,38070.52,49.69,176.54,1121.38,17.34,950.0,0.524,1.48,19.13,2,78.62,161.12,13.09,2026.28,1,3,1,7,114.88,0.0021,49.65,22.7
67,97.52,24.82,162194.21,55.84,241.72,1814.81,17.75,1425.0,0.756,5.17,66.9,3,317.46,697.36,43.96,6686.75,12,5,1,5,52.8,0.002,32.51,29.43
78,99.76,19.79,153946.86,95.4,204.36,1362.77,17.34,1425.0,0.453,6.17,79.85,3,295.78,950.04,49.73,7992.68,11,0,0,999,39.58,0.0019,33.25,22.22
28,91.91,23.07,59378.66,79.01,179.57,1366.37,16.95,475.0,0.423,1.94,25.14,1,28.02,142.38,19.84,2585.86,9,6,0,999,75.0,0.0005,91.91,27.35
29,96.79,23.57,66157.34,54.55,264.23,886.37,16.76,1425.0,0.785,2.21,28.66,3,87.59,293.93,23.13,2905.22,8,5,0,999,90.69,0.0013,32.26,25.92
24,84.72,21.09,42876.61,51.32,194.91,924.6,16.95,1425.0,0.592,1.67,21.55,3,91.77,190.02,7.86,2089.03,9,1,0,999,108.16,0.0021,28.24,24.41
72,98.58,19.48,138254.08,53.19,223.8,1167.13,17.44,475.0,0.732,5.47,70.77,1,109.93,744.49,39.5,7143.67,6,1,1,5,26.65,0.0008,98.58,20.98
10,101.1,19.32,19535.3,76.57,210.0,981.0,16.95,1425.0,0.827,0.69,8.98,3,44.55,60.98,7.07,1028.58,9,0,0,999,269.26,0.0023,33.7,23.65
73,95.68,24.0,167600.86,73.43,244.3,1466.7,17.05,950.0,0.801,5.26,68.09,2,280.59,961.82,21.9,7089.12,4,1,0,999,37.46,0.0017,47.84,28.01
62,84.58,21.58,113139.44,49.06,220.22,1589.86,17.34,475.0,0.539,4.58,59.3,1,109.37,647.07,35.5,5267.61,1,5,0,999,37.65,0.001,84.58,25.0
61,105.41,18.63,119795.27,96.49,234.73,1285.01,17.05,950.0,0.402,4.4,56.89,2,234.82,433.75,38.42,6550.54,4,4,1,7,42.07,0.002,52.7,20.61
85,100.42,23.02,196477.01,49.69,207.82,1577.66,17.05,950.0,0.876,6.13,79.28,2,257.0,1079.23,33.65,8642.62,4,5,0,999,32.77,0.0013,50.21,25.92
68,91.69,19.75,123149.66,79.15,264.74,1875.53,17.05,950.0,0.485,4.9,63.42,2,196.75,365.69,34.03,6399.79,4,1,0,999,46.61,0.0016,45.85,21.99
90,95.26,24.13,206906.55,78.27,181.88,2023.76,17.44,475.0,0.761,6.84,88.46,1,140.95,983.54,62.53,8609.39,6,6,1,0,30.65,0.0007,95.26,28.02
94,85.49,20.17,162072.05,77.54,232.68,1739.47,20.83,1425.0,0.761,8.77,113.54,3,386.95,941.66,31.33,8396.31,2,1,0,999,36.96,0.0024,28.5,23.43
112,89.3,19.4,194042.87,104.61,208.37,1908.08,21.13,950.0,0.565,9.99,129.3,2,271.22,604.4,41.15,10174.07,5,4,1,6,28.31,0.0014,44.65,21.02
98,93.2,18.59,169825.7,95.43,261.79,1641.81,17.44,475.0,0.398,7.44,96.33,1,179.99,734.71,69.49,9165.44,6,4,1,2,25.25,0.0011,93.2,20.68
67,107.33,21.58,155185.51,50.9,180.25,1318.66,17.44,950.0,0.583,5.32,68.91,2,225.19,386.68,47.21,7319.12,3,1,0,999,37.31,0.0015,53.66,24.44
64,92.38,21.16,125081.47,80.88,250.54,1822.21,17.44,950.0,0.387,4.86,62.91,2,169.68,788.73,38.09,6010.86,6,0,1,6,48.49,0.0014,46.19,23.3
36,102.62,23.26,85928.3,55.37,193.9,853.21,16.95,475.0,0.511,2.5,32.32,1,52.07,434.08,18.29,3717.68,9,4,0,999,43.82,0.0006,102.62,26.67
76,93.19,21.25,150523.16,77.36,190.91,1452.45,21.13,1425.0,0.529,6.78,87.74,3,279.4,447.87,26.81,7367.45,5,6,1,4,41.39,0.0019,31.06,22.03
25,99.48,20.41,50753.32,73.65,184.38,1090.69,17.34,950.0,0.61,1.85,23.91,2,78.14,152.3,17.64,2532.23,1,3,1,0,91.95,0.0015,49.74,24.47
113,96.37,19.83,215959.58,81.11,253.35,1768.3,16.95,1425.0,0.411,7.84,101.45,3,460.48,1559.72,47.56,11311.67,9,0,0,999,31.22,0.0021,32.12,21.42
103,104.48,19.95,214667.89,55.2,215.34,1910.62,18.87,1425.0,0.807,8.47,109.59,3,579.55,721.87,77.93,10949.88,7,4,1,6,35.01,0.0027,34.83,22.36
23,93.22,24.49,52519.46,51.9,186.58,832.1,17.44,475.0,0.347,1.75,22.61,1,35.15,184.84,15.82,2156.46,6,2,1,1,67.2,0.0007,93.22,28.21
97,84.92,19.16,157788.44,50.7,242.82,1069.63,17.34,475.0,0.891,7.17,92.77,1,136.94,1148.75,33.03,8322.61,1,4,0,999,18.95,0.0009,84.92,23.35
22,86.44,24.92,47387.02,49.31,287.78,819.06,20.83,1425.0,0.487,2.05,26.57,3,115.47,123.36,13.59,1969.03,2,0,0,999,117.32,0.0024,28.81,28.11
90,93.24,20.29,170261.53,78.95,221.97,1987.96,17.34,950.0,0.593,6.65,86.08,2,342.92,1302.89,68.43,8541.81,1,3,0,999,35.99,0.002,46.62,24.55
19,87.51,18.62,30956.3,107.57,261.7,1129.5,17.34,475.0,0.825,1.5,19.45,1,34.53,99.37,14.05,1673.42,11,6,0,999,103.88,0.0011,87.51,21.79
64,100.78,19.74,127328.93,53.75,229.29,1207.07,17.05,475.0,0.692,4.61,59.69,1,95.67,863.45,38.83,6500.21,4,3,0,999,30.7,0.0008,100.78,21.71
83,93.77,18.41,143280.71,51.22,273.63,1168.92,17.44,950.0,0.333,6.3,81.58,2,225.17,714.55,32.04,7910.67,6,4,0,999,29.44,0.0016,46.89,20.31
90,115.0,23.53,243537.66,79.49,204.59,1482.03,16.95,950.0,0.662,6.24,80.8,2,299.18,585.04,57.61,10449.56,9,5,0,999,30.18,0.0012,57.5,26.05
56,83.6,21.59,101063.7,106.52,208.61,1176.6,16.76,475.0,0.639,4.28,55.35,1,101.74,491.4,35.45,4693.75,8,4,0,999,35.12,0.001,83.6,25.87
112,99.13,20.36,226033.85,52.33,239.3,1962.77,17.34,475.0,0.859,8.28,107.12,1,221.61,1649.58,66.57,11137.91,1,5,0,999,24.37,0.001,99.13,25.12
95,88.48,22.63,190247.48,54.74,168.21,1343.67,17.75,950.0,0.637,7.33,94.86,2,276.88,977.53,41.12,8603.37,12,6,0,999,26.49,0.0015,44.24,25.49
33,93.55,22.41,69199.07,76.88,215.71,1251.25,17.05,950.0,0.895,2.38,30.78,2,110.1,184.56,24.75,3134.53,4,1,0,999,75.57,0.0016,46.78,25.25
84,98.63,24.58,203638.71,76.42,207.52,2331.5,18.29,475.0,0.618,6.69,86.57,1,108.62,1210.9,46.31,8326.48,10,3,0,999,36.79,0.0005,98.63,27.51
91,80.0,24.73,180025.84,103.13,234.94,1461.57,18.29,475.0,0.415,7.25,93.79,1,98.96,585.64,40.82,7369.95,10,5,1,2,25.0,0.0005,80.0,29.82
47,99.39,22.76,106346.76,52.25,271.39,1273.73,18.87,475.0,0.603,3.86,50.0,1,58.89,260.7,20.1,4718.66,7,3,0,999,44.09,0.0006,99.39,25.07
91,112.72,23.72,243363.74,55.84,269.53,1184.39,17.44,950.0,0.85,7.23,93.6,2,184.64,496.34,40.09,10431.99,3,6,0,999,27.03,0.0008,56.36,27.3
109,93.87,23.55,240935.05,78.17,271.27,2291.83,18.87,475.0,0.31,8.96,115.97,1,164.53,1445.71,57.83,10296.46,7,5,0,999,28.59,0.0007,93.87,26.45
100,99.58,21.44,213487.51,76.81,209.63,1743.82,17.44,475.0,0.539,7.95,102.85,1,137.32,653.02,41.54,10015.23,3,1,1,3,25.05,0.0006,99.58,25.29
94,105.7,22.93,227838.55,100.57,209.52,1690.46,17.34,1425.0,0.328,7.44,96.23,3,473.27,638.24,52.52,10199.61,11,5,0,999,36.44,0.0021,35.23,25.01
80,96.19,18.55,142726.72,78.5,180.12,1783.36,18.29,1425.0,0.805,6.37,82.45,3,387.68,1155.29,31.68,7924.42,10,5,0,999,43.34,0.0027,32.06,21.64
40,92.85,23.31,86561.19,76.49,182.2,1021.19,18.29,950.0,0.606,3.19,41.23,2,93.43,444.64,17.42,3761.06,10,2,1,5,55.75,0.0011,46.43,27.24
98,80.0,24.73,193905.4,54.06,210.53,1435.38,18.29,475.0,0.729,7.8,101.0,1,164.03,769.71,35.26,7935.17,10,4,1,3,22.19,0.0008,80.0,27.61
50,102.63,18.59,95417.41,51.66,216.27,817.83,17.44,1425.0,0.88,3.97,51.43,3,178.11,543.23,23.93,5273.51,3,5,0,999,50.22,0.0019,34.21,20.65
69,96.59,23.85,158979.72,100.42,262.54,2097.14,17.34,1425.0,0.799,5.1,65.99,3,208.23,512.73,34.71,6828.22,1,0,0,999,56.31,0.0013,32.2,27.95
44,89.4,24.53,96493.0,53.32,275.98,1029.6,16.76,1425.0,0.544,3.36,43.49,3,260.07,437.48,22.08,4078.62,8,0,0,999,63.27,0.0027,29.8,27.77
44,98.51,19.58,84885.13,73.43,245.87,1222.82,16.76,475.0,0.86,3.36,43.49,1,45.19,367.23,29.15,4354.4,8,3,0,999,45.84,0.0005,98.51,23.32
27,92.83,21.67,54323.45,104.11,266.9,1309.33,17.34,950.0,0.583,2.14,27.64,2,72.45,303.11,14.63,2546.86,11,3,0,999,97.42,0.0013,46.42,25.18
116,93.27,24.5,265026.69,102.07,251.4,1525.77,16.76,1425.0,0.887,8.86,114.66,3,569.85,1460.22,74.99,11079.25,8,4,0,999,28.48,0.0022,31.09,28.62
26,102.35,24.72,65786.81,52.17,242.43,1068.76,18.29,475.0,0.889,2.07,26.8,1,35.63,220.61,8.23,2674.75,10,2,0,999,70.71,0.0005,102.35,27.9
19,86.79,18.9,31159.39,54.03,167.92,668.32,21.13,475.0,0.432,1.7,21.94,1,26.24,122.34,9.85,1661.11,5,4,0,999,71.86,0.0008,86.79,21.83
113,105.88,20.44,244585.99,105.51,213.9,2403.48,20.83,475.0,0.767,10.55,136.49,1,194.67,966.99,38.97,12045.4,2,6,1,0,28.3,0.0008,105.88,24.81
71,86.32,22.89,140265.67,106.71,231.71,1639.51,17.34,950.0,0.718,5.25,67.91,2,227.51,893.29,37.7,6208.52,1,2,0,999,41.24,0.0016,43.16,27.49
58,92.2,19.55,104548.62,51.62,212.86,1509.11,17.44,950.0,0.762,4.41,57.01,2,176.13,746.51,35.24,5471.03,6,1,0,999,46.96,0.0017,46.1,22.1
91,112.88,20.27,208256.51,76.2,202.27,1591.16,17.34,475.0,0.4,6.73,87.04,1,171.65,1169.85,63.55,10333.14,1,3,1,0,25.77,0.0008,112.88,24.43
52,106.52,18.16,100604.69,54.0,167.5,1172.73,18.87,1425.0,0.602,4.28,55.32,3,172.87,766.78,29.91,5687.38,7,3,0,999,54.22,0.0017,35.51,21.1
24,98.28,19.07,44992.14,103.11,148.84,949.72,21.13,950.0,0.39,2.14,27.71,2,70.55,317.95,11.75,2413.57,5,2,0,999,89.65,0.0016,49.14,20.69
90,89.98,21.94,177636.22,103.79,174.43,1921.98,17.05,475.0,0.838,6.49,83.94,1,111.52,1321.72,38.9,8161.22,4,6,0,999,29.72,0.0006,89.98,24.66
29,93.27,22.57,61049.69,52.89,193.81,1036.22,16.76,1425.0,0.823,2.21,28.66,3,90.2,326.77,22.58,2762.01,8,1,1,2,93.38,0.0015,31.09,27.11
71,98.09,22.54,156987.87,80.84,220.99,1515.01,16.95,1425.0,0.648,4.93,63.74,3,421.53,517.84,28.34,7183.36,9,6,0,999,45.66,0.0027,32.7,26.2
115,97.8,23.45,263726.04,74.78,200.82,1907.26,17.34,475.0,0.377,8.5,109.99,1,199.41,1274.43,36.94,11327.24,1,3,1,7,23.11,0.0008,97.8,28.74
113,96.77,20.91,228625.09,52.89,211.32,1022.29,17.44,1425.0,0.694,8.58,111.07,3,412.29,788.55,41.01,11272.89,6,1,0,999,24.0,0.0018,32.26,22.5
50,97.25,19.91,96837.27,50.11,243.89,1446.95,17.75,475.0,0.563,3.86,49.93,1,70.12,292.66,39.94,4896.7,12,2,0,999,44.32,0.0007,97.25,24.48
96,95.78,18.11,166519.37,100.74,234.44,2128.02,17.05,1425.0,0.772,6.92,89.54,3,353.09,769.27,72.29,9425.14,4,6,0,999,40.5,0.0021,31.93,21.11
78,85.96,19.45,130392.16,79.71,180.68,1943.77,18.29,950.0,0.359,6.21,80.39,2,262.84,672.96,35.89,6817.69,10,1,0,999,40.44,0.002,42.98,22.83
63,93.37,20.19,118741.86,52.45,239.41,1131.5,21.13,475.0,0.543,5.62,72.73,1,85.08,761.6,19.02,5919.23,5,6,0,999,30.13,0.0007,93.37,21.71
25,104.82,19.25,50436.49,51.66,198.86,1141.6,17.05,475.0,0.516,1.8,23.32,1,48.0,215.77,17.09,2638.8,4,4,0,999,74.68,0.001,104.82,22.47
51,86.55,18.14,80078.41,82.0,175.94,1303.97,17.34,1425.0,0.871,4.03,52.21,3,184.76,256.61,22.96,4515.26,11,0,0,999,58.57,0.0023,28.85,20.87
82,95.98,19.1,150346.24,105.71,201.68,2322.99,21.13,950.0,0.478,7.32,94.67,2,221.37,1161.89,25.51,8080.52,5,0,0,999,43.66,0.0015,47.99,21.24
119,90.94,22.66,245257.84,78.27,192.04,1698.04,17.34,950.0,0.892,9.41,121.82,2,459.77,1296.39,62.87,10959.92,11,4,0,999,24.52,0.0019,45.47,25.97
10,98.39,22.41,22046.52,108.12,163.0,749.5,16.76,1425.0,0.853,0.76,9.88,3,56.54,71.08,5.12,1018.59,8,3,0,999,244.56,0.0026,32.8,28.09
89,94.39,24.55,206237.67,77.21,243.17,1244.32,18.29,950.0,0.652,7.09,91.73,2,230.18,669.54,42.8,8536.98,10,5,0,999,28.26,0.0011,47.2,28.87
103,109.32,23.59,265588.61,105.92,249.78,2188.4,18.29,475.0,0.404,8.2,106.16,1,152.76,642.86,64.55,11295.74,10,6,0,999,29.31,0.0006,109.32,27.08
115,101.55,21.97,256628.02,97.48,227.22,2569.14,17.34,1425.0,0.433,9.1,117.73,3,649.88,1617.53,76.25,11921.77,11,0,0,999,37.56,0.0025,33.85,25.59
57,87.01,18.96,94043.02,51.0,211.55,1518.7,18.87,950.0,0.31,4.69,60.64,2,190.45,416.22,33.04,5028.22,7,2,0,999,47.92,0.002,43.5,22.0
23,102.87,21.95,51930.29,51.37,287.7,851.77,17.75,475.0,0.764,1.77,22.97,1,37.66,331.35,7.06,2378.41,12,0,0,999,72.43,0.0007,102.87,26.83
40,91.3,18.43,67312.67,96.64,182.14,1707.06,17.34,1425.0,0.735,2.96,38.26,3,199.27,305.72,12.45,3748.69,1,3,1,0,85.27,0.003,30.43,22.76
104,92.88,21.02,203015.16,102.02,247.46,2093.68,17.44,1425.0,0.493,7.9,102.23,3,599.35,1351.22,77.05,9961.01,6,0,0,999,37.19,0.003,30.96,23.42
107,100.01,20.73,221853.78,50.35,175.95,1995.27,21.13,475.0,0.738,9.55,123.53,1,162.34,546.18,42.07,10787.32,5,0,0,999,25.2,0.0007,100.01,23.12
80,93.57,20.99,157151.22,79.4,197.35,1707.43,20.83,950.0,0.646,7.47,96.63,2,189.08,786.62,39.92,7604.84,2,3,0,999,36.68,0.0012,46.78,24.47
23,104.64,19.96,48036.51,97.79,179.81,1161.76,17.34,1425.0,0.789,1.82,23.55,3,101.62,199.92,8.09,2486.73,11,6,0,999,124.54,0.0021,34.88,22.92
23,91.3,22.8,47881.48,96.88,233.85,827.5,18.29,1425.0,0.352,1.83,23.7,3,119.29,191.95,9.54,2182.83,10,1,0,999,112.31,0.0025,30.43,26.25
63,92.55,23.89,139272.1,55.78,241.19,1338.74,18.29,475.0,0.419,5.02,64.93,1,94.0,940.06,34.19,5889.99,10,3,0,999,33.5,0.0007,92.55,28.2
75,92.25,23.38,161756.04,104.15,204.28,2137.97,16.76,1425.0,0.784,5.73,74.13,3,295.48,915.65,31.33,7136.61,8,3,0,999,51.62,0.0018,30.75,27.44
13,92.97,22.39,27067.36,82.54,237.73,898.42,16.76,475.0,0.521,0.99,12.85,1,21.66,98.25,8.18,1214.3,8,5,0,999,130.28,0.0008,92.97,28.06
86,106.29,21.77,198990.38,101.86,274.08,1731.3,21.13,950.0,0.875,7.67,99.29,2,249.44,1077.1,41.59,9354.42,5,1,0,999,35.55,0.0013,53.15,23.95
70,102.53,18.22,130749.93,49.23,223.12,1700.6,16.95,950.0,0.828,4.86,62.85,2,274.79,440.7,48.6,7332.86,9,0,0,999,41.76,0.0021,51.27,21.13
11,111.18,23.06,28202.46,78.77,220.97,785.34,17.75,475.0,0.356,0.85,10.98,1,14.87,156.85,6.61,1232.3,12,2,1,2,141.83,0.0005,111.18,28.16
20,115.0,21.81,50174.23,52.91,153.29,1005.2,17.05,1425.0,0.542,1.44,18.65,3,103.05,185.28,8.54,2365.03,4,3,1,1,131.82,0.0021,38.33,26.61
60,89.25,19.9,106543.82,72.96,195.18,1193.69,21.13,475.0,0.738,5.35,69.27,1,93.3,414.4,42.25,5386.95,5,0,0,999,32.28,0.0009,89.25,21.73
90,98.06,20.29,179116.68,55.03,167.12,1659.97,20.83,1425.0,0.381,8.4,108.71,3,290.94,695.54,68.94,9148.15,2,0,1,5,36.75,0.0016,32.69,23.39
101,88.09,24.55,218417.85,79.25,168.07,1926.5,17.34,1425.0,0.816,7.99,103.4,3,445.34,661.7,36.36,9204.94,11,5,0,999,35.63,0.002,29.36,26.21
57,91.28,22.37,116391.92,105.33,204.5,1130.27,18.87,950.0,0.358,4.69,60.64,2,117.32,815.42,36.19,5274.96,7,0,0,999,41.93,0.001,45.64,26.63
42,92.46,21.33,82836.01,77.94,268.6,1419.54,16.76,950.0,0.365,3.21,41.51,2,150.35,338.48,25.85,3982.58,8,2,1,1,64.67,0.0018,46.23,25.03
117,89.04,22.35,232805.41,53.33,191.89,1260.61,17.05,475.0,0.626,8.43,109.12,1,202.94,752.14,74.28,10506.29,4,2,0,999,16.93,0.0009,89.04,24.52
60,89.08,20.9,111692.14,75.48,235.8,1643.59,17.34,1425.0,0.448,4.43,57.39,3,189.09,787.74,18.94,5477.22,1,2,0,999,56.33,0.0017,29.69,25.0
45,96.35,21.29,92309.55,82.93,274.51,1229.21,18.29,1425.0,0.683,3.58,46.38,3,202.46,320.97,14.13,4440.05,10,2,0,999,66.93,0.0022,32.12,24.81
59,87.77,20.03,103730.73,100.65,278.64,1372.58,17.34,950.0,0.535,4.67,60.4,2,231.46,350.55,26.4,5319.07,11,2,0,999,45.79,0.0022,43.88,23.3
11,104.24,21.08,24169.3,50.14,204.97,936.14,21.13,475.0,0.462,0.98,12.7,1,14.13,128.52,3.74,1153.98,5,1,0,999,151.48,0.0006,104.24,24.74
43,90.16,22.8,88387.56,49.39,234.64,805.8,18.29,950.0,0.802,3.42,44.32,2,163.77,218.18,20.77,3966.74,10,1,0,999,47.44,0.0019,45.08,25.99
67,115.0,18.28,140844.27,79.42,195.77,1631.71,18.87,1425.0,0.395,5.51,71.28,3,231.37,892.72,49.33,7833.05,7,1,0,999,49.73,0.0016,38.33,20.19
111,93.89,23.57,245588.67,108.57,246.43,2387.97,16.76,1425.0,0.596,8.48,109.71,3,335.2,1179.61,52.97,10674.85,8,6,0,999,37.55,0.0014,31.3,27.45
91,98.08,19.98,178327.73,82.12,228.54,2033.65,17.44,475.0,0.401,7.23,93.6,1,139.28,679.6,45.17,9000.16,3,3,0,999,30.98,0.0008,98.08,23.82
